news_headline,news_article,news_category
"Stellar intent, remarkable grit: PM Modi congratulates India on beating Australia","Prime Minister Narendra Modi took to Twitter to congratulate Team India on winning the Test series against Australia. He wrote, ""We are all overjoyed at the success of the Indian Cricket Team in Australia."" He added, ""Their remarkable energy and passion was visible throughout. So was their stellar intent, remarkable grit and determination. Congratulations! Best wishes for your future endeavours.""
",sports
Rahul Gandhi to attend Jallikattu in Madurai on January 14,"Ahead of the Assembly elections in Tamil Nadu, Congress leader Rahul Gandhi is scheduled to attend Jallikattu in Madurai on Pongal. Tamil Nadu Congress chief KS Alagiri said that Gandhi's visit on January 14 would be the first of the series of visits in the run-up to Assembly elections. Tamil Nadu government has allowed Jallikattu events with limited gathering.",politics
"WB CM Mamata stands in line to collect health scheme card, pics surface",West Bengal CM Mamata Banerjee on Tuesday stood in a queue along with other locals to collect her ‘Swasthya Sathi’ smart card from a distribution centre in Kolkata. Banerjee had earlier urged ministers of her government to collect the card. The scheme provides health cover of up to ₹5 lakh per annum to a family for secondary and tertiary care.,politics
Tesla to route India investment through Tesla Motors Amsterdam,"Elon Musk-led Tesla's investment for the Indian unit will be routed through the jurisdiction of Netherlands, as it has registered Tesla Motors Amsterdam as the parent organisation for Tesla India Motors and Energy, according to the company's incorporation documents. This would offer Tesla tax benefits related to capital gains and dividend payments, tax experts told Economic Times.",automobile
Videos of Geminids meteor shower surface online,"Videos of the Geminids meteor shower, recognised as the best annual meteor shower a stargazer can see, have surfaced online. According to NASA, the Geminids travel 78,000 mph (35 km/s). The parent of the Geminids is 3200 Phaethon, which is arguably considered to be either an asteroid or an extinct comet, NASA said.",science
"I'll observe 1-day fast in support of farmers, urge public to fast too: Delhi CM","Delhi CM Arvind Kejriwal on Sunday said that he would be observing a one-day fast on Monday in support of the farmers protesting against the new farm laws. He also appealed to AAP workers and supporters and the public to observe the fast as well. Earlier, he had visited the Singhu Border to show his support to the farmers.",politics
"Just zip it: Warne, Waugh to Pant for chattering when bowler is about to bowl  ","Ex-Australian cricketers Mark Waugh and Shane Warne have criticised India wicketkeeper Rishabh Pant for his ""constant chatter"" behind the stumps. ""You’ve got to zip it [when a bowler is about to bowl]. I think...umpires have got to take some control in these situations,"" Waugh said. Warne said Pant should let batsmen concentrate when the bowler is starting to come in.",sports
ISRO's next PSLV launch to carry spacetech startup Pixxel satellite,"ISRO has announced that the next PSLV-C51 launch will carry the first satellite by spacetech startup Pixxel India, 'Anand', which is an earth observation satellite, in early 2021. Along with Anand, a satellite by Space Kidz India and another by a consortium of universities will be launched. The primary payload of PSLV-C51 will be a Brazilian earth observation satellite 'Amazonia'.

",science
"ICC alters WTC points system due to pandemic, India dethroned from top spot ","The ICC today announced that the ICC World Test Championship points system has been amended due to the COVID-19 pandemic. The teams will now be ranked in order of percentage of points earned. With the update, Australia went past India to claim the first position on the points table. Australia has earned 82.2% points, while India has earned 75%.",sports
"Cong, Communists play role in such incidents: Khattar on vandalism at event","After Haryana CM ML Khattar's 'Kisan Mahapanchayat' was cancelled as farm law protesters vandalised the venue in Karnal on Sunday, he said with such behaviour, the protesters had ""defamed farmers"". He said, ""Congress party and Communists have a major role to play in such incidents."" Khattar also said the Centre was not likely to repeal the farm laws.",politics
" Mohan Bhagwat, Bhaiyyaji Joshi to attend RSS meet in Hyderabad","RSS Sarsanghchalak Mohan Bhagwat and Sarkaryavah Bhaiyyaji Joshi are attending the RSS Dakshina Madhya Kshetra meeting being held in Hyderabad on October 30 and 31. Some of the Akhil Bharatiya office bearers, residing in the area, and executive council members from Karnataka, Telangana and Andhra Pradesh will also be present in the meeting.",politics
 BJP leaders' statements on farmers' protest condemnable: Gehlot,"Rajasthan CM Ashok Gehlot on Monday said that BJP leaders' statements criticising farmers' protest are ""most unfortunate and condemnable"". ""The government must find an amicable solution and address the grievances of farmers sympathetically instead of blaming gangs, anti-national elements for these protests,"" Gehlot said. ""The farm laws...must be taken back,"" he added.",politics
Rahul Gandhi to attend Jallikattu in Madurai on January 14,"Ahead of the Assembly elections in Tamil Nadu, Congress leader Rahul Gandhi is scheduled to attend Jallikattu in Madurai on Pongal. Tamil Nadu Congress chief KS Alagiri said that Gandhi's visit on January 14 would be the first of the series of visits in the run-up to Assembly elections. Tamil Nadu government has allowed Jallikattu events with limited gathering.",politics
"Honda India stops Civic, CR-V production after Gr Noida plant closure","Honda India Senior Vice-President Rajesh Goel confirmed that production of its Civic and CR-V models is ending after the closure of its production facility in Greater Noida. The company now has only one plant in India, at Tapukara in Rajasthan. He said the models have to be discontinued as the Tapukara plant is designed to manufacture only mid-size cars.",automobile
Warming of 2°C would release billions of tonnes of soil carbon: Study,"A University of Exeter-led study said global warming of 2°C would lead to about 230 billion tonnes of carbon being released from the world's soil. The estimated 230 billion tonnes of carbon released at 2°C warming (above pre-industrial levels) is more than four times China's total emissions. Global soils contain two-three times more carbon than the atmosphere, the study said.",science
"Umpire doesn't declare head-high delivery as no-ball in RCB-SRH match, criticised","RCB fast bowler Isuru Udana bowled a head-high delivery against SRH's Kane Williamson, which umpire failed to declare as no-ball. Several cricketers criticised the decision with Jimmy Neesham tweeting, ""No balls are head high now???"" Meanwhile, Yuvraj Singh tweeted, ""I honestly can’t believe that was not given a no ball ! Like seriously!!!"" ""Wakey wakey,"" wrote Mitchell McClenaghan.",sports
